indexList,ID,Occ_CY,Occ_PY,Occ_Chg,ADR_CY,ADR_PY,ADR_Chg,RevPAR_CY,RevPAR_PY,RevPAR_Chg,Day,Month,Year,UOM,Date
394,Upper Upscale Class,0.858397245,0.852486218,0.005911027,263.8588183,256.010682,0.030655503,226.5,218.25,0.037800687,30,11,2017,YTD,11/30/2017
395,Upscale Class,0.7526789,0.737925026,0.014753874,193.3344518,186.8656438,0.034617428,145.52,137.89,0.055333962,30,11,2017,YTD,11/30/2017
396,Upper Midscale Class,0.812776348,0.804897915,0.007878434,157.6685551,152.3461277,0.034936414,128.15,122.62,0.045098679,30,11,2017,YTD,11/30/2017
397,Midscale & Economy Class,0.775829394,0.757249111,0.018580283,150.6965429,145.9648506,0.032416656,116.91,110.53,0.057721885,30,11,2017,YTD,11/30/2017
398,O‘ahu ,0.834009879,0.84067007,-0.006660191,230.5493412,224.6376673,0.026316485,192.28,188.85,0.018162563,30,11,2017,YTD,11/30/2017
399,Waikīkī ,0.845953679,0.856290592,-0.010336913,226.385506,223.5304471,0.012772573,191.51,191.41,0.000522439,30,11,2017,YTD,11/30/2017
400,Other O‘ahu ,0.763069798,0.746314213,0.016755585,257.9666609,232.3114012,0.110434785,196.85,173.38,0.135367401,30,11,2017,YTD,11/30/2017
401,O‘ahu Luxury,0.719964695,0.721212645,-0.001247951,473.864539,450.8109779,0.051137976,341.17,325.13,0.049334113,30,11,2017,YTD,11/30/2017
402,O‘ahu Upper Upscale ,0.893139566,0.894252655,-0.001113089,255.5155651,253.9420228,0.006196463,228.21,227.09,0.004931965,30,11,2017,YTD,11/30/2017
403,O‘ahu Upscale,0.7791309,0.808053059,-0.028922158,192.1398014,190.3396475,0.009457588,149.7,153.8,-0.026657997,30,11,2017,YTD,11/30/2017
404,O‘ahu Upper Midscale,0.835039303,0.835538819,-0.000499516,150.6492183,147.0514324,0.024466174,125.8,122.87,0.023846342,30,11,2017,YTD,11/30/2017
405,O‘ahu Midscale & Economy,0.818702481,0.801097953,0.017604529,131.7677019,131.9781376,-0.001594473,107.88,105.73,0.020334815,30,11,2017,YTD,11/30/2017
406,Maui County,0.772723365,0.759700368,0.013022996,341.6459042,318.3311387,0.073240606,264,241.84,0.09163083,30,11,2017,YTD,11/30/2017
407,Wailea,0.848990853,0.808796342,0.040194511,517.2594846,474.2252745,0.090746344,439.15,383.55,0.144961543,30,11,2017,YTD,11/30/2017
408,Lahaina/Kā‘anapali/Kapalua,0.777027939,0.768514922,0.008513017,289.4936386,274.1526618,0.055957789,224.94,210.69,0.067634914,30,11,2017,YTD,11/30/2017
409,Other Maui County,0.767334518,0.74914042,0.018194098,407.7594902,372.6263191,0.094285264,312.89,279.15,0.120866917,30,11,2017,YTD,11/30/2017
410,Maui County Luxury,0.759422348,0.751348803,0.008073544,575.1369275,537.4450812,0.070131531,436.77,403.81,0.081622545,30,11,2017,YTD,11/30/2017
411,Maui County Upper Upscale & Upscale,0.786868929,0.766802437,0.020066491,271.7918133,251.1154336,0.082338148,213.86,192.56,0.110614873,30,11,2017,YTD,11/30/2017
412,Island of Hawai‘i,0.742684818,0.682858409,0.059826409,243.8998544,236.8584122,0.029728487,181.14,161.74,0.119945592,30,11,2017,YTD,11/30/2017
413,Kohala Coast,0.73409855,0.702469815,0.031628734,338.5078602,322.870398,0.048432629,248.5,226.81,0.095630704,30,11,2017,YTD,11/30/2017
414,Kaua‘i ,0.768040454,0.727779696,0.040260758,259.8363451,249.1885934,0.042729691,199.56,181.35,0.100413565,30,11,2017,YTD,11/30/2017
415,State of Hawai‘i,0.786737688,0.786355257,0.000382431,319.1968094,307.7756497,0.037108718,251.12,242.02,0.037600198,1,12,2017,MTD,12/1/2017
416,Luxury Class,0.732621454,0.732714459,-9.30E-05,727.4445233,701.5721398,0.036877724,532.94,514.05,0.036747398,1,12,2017,MTD,12/1/2017
417,Upper Upscale Class,0.832969228,0.846907495,-0.013938267,307.3517933,296.6148174,0.03619838,256.01,251.21,0.01910752,1,12,2017,MTD,12/1/2017
418,Upscale Class,0.744032258,0.754174907,-0.010142649,220.7989927,211.243985,0.045232094,164.28,159.31,0.031197037,1,12,2017,MTD,12/1/2017
419,Upper Midscale Class,0.795394418,0.779074554,0.016319864,179.2142597,171.6493848,0.044071669,142.55,133.73,0.065953787,1,12,2017,MTD,12/1/2017
420,Midscale & Economy Class,0.808461836,0.730518812,0.077943023,173.7793729,167.469262,0.037679218,140.49,122.34,0.148357038,1,12,2017,MTD,12/1/2017
421,O‘ahu ,0.817116176,0.825747369,-0.008631192,261.2303479,257.0630969,0.016211004,213.46,212.27,0.005606068,1,12,2017,MTD,12/1/2017
422,Waikīkī ,0.825808217,0.839280955,-0.013472738,252.4219324,249.5106599,0.011667929,208.45,209.41,-0.004584308,1,12,2017,MTD,12/1/2017
423,Other O‘ahu ,0.765562478,0.746036276,0.019526202,317.5856015,307.1057575,0.034124544,243.13,229.11,0.061193313,1,12,2017,MTD,12/1/2017
424,O‘ahu Luxury,0.706192896,0.719365369,-0.013172473,604.187171,598.7898572,0.009013703,426.67,430.75,-0.009471851,1,12,2017,MTD,12/1/2017
425,O‘ahu Upper Upscale ,0.8642555,0.875511395,-0.011255896,279.724702,279.5552932,0.000605994,241.75,244.75,-0.012257406,1,12,2017,MTD,12/1/2017
426,O‘ahu Upscale,0.765477672,0.815297321,-0.049819649,218.4360425,208.7858868,0.046220345,167.21,170.22,-0.017682998,1,12,2017,MTD,12/1/2017
427,O‘ahu Upper Midscale,0.811144111,0.808924636,0.002219475,166.7859819,159.838727,0.043464153,135.29,129.3,0.046326373,1,12,2017,MTD,12/1/2017
428,O‘ahu Midscale & Economy,0.869687905,0.763955617,0.105732288,145.120583,140.7931983,0.030735751,126.21,107.56,0.173391595,1,12,2017,MTD,12/1/2017
429,Maui County,0.750900447,0.746751174,0.004149273,477.2214833,452.0113249,0.055773289,358.35,337.54,0.061651952,1,12,2017,MTD,12/1/2017
430,Wailea,0.817861029,0.802367942,0.015493087,772.6487973,718.9480429,0.074693512,631.92,576.86,0.095447769,1,12,2017,MTD,12/1/2017
431,Lahaina/Kā‘anapali/Kapalua,0.749367355,0.734212127,0.015155228,373.7290936,353.1261592,0.058344402,280.06,259.27,0.080186678,1,12,2017,MTD,12/1/2017
432,Other Maui County,0.752836207,0.761849578,-0.009013371,607.2940113,566.760593,0.071517707,457.19,431.79,0.058824892,1,12,2017,MTD,12/1/2017
433,Maui County Luxury,0.727772657,0.743474024,-0.015701367,925.0466602,874.5467476,0.057744097,673.22,650.2,0.035404491,1,12,2017,MTD,12/1/2017
434,Maui County Upper Upscale & Upscale,0.766112004,0.750862454,0.01524955,341.5544044,314.2616292,0.086847304,261.67,235.97,0.10891215,1,12,2017,MTD,12/1/2017
435,Island of Hawai‘i,0.75371661,0.731674621,0.022041989,306.9626532,298.1682242,0.029494857,231.36,218.16,0.060506051,1,12,2017,MTD,12/1/2017
436,Kohala Coast,0.716691302,0.755072986,-0.038381684,469.4985037,422.8583021,0.110297472,336.49,319.29,0.053869523,1,12,2017,MTD,12/1/2017
437,Kaua‘i ,0.736926064,0.720173081,0.016752983,312.84281,295.3173181,0.059344613,230.54,212.68,0.083975926,1,12,2017,MTD,12/1/2017
438,State of Hawai‘i,0.800228363,0.790477944,0.009750419,264.4272932,254.0285282,0.040935422,211.6,200.8,0.053784861,1,12,2017,YTD,12/1/2017
439,Luxury Class,0.750832464,0.739144932,0.011687531,525.1334269,502.4803141,0.045082588,394.29,371.41,0.06160308,1,12,2017,YTD,12/1/2017
440,Upper Upscale Class,0.856229567,0.851965544,0.004264024,267.4695868,259.2391006,0.03174863,229.02,220.86,0.036946482,1,12,2017,YTD,12/1/2017
441,Upscale Class,0.751609815,0.738736031,0.012873784,195.7442735,189.1318709,0.034961863,147.12,139.72,0.052963069,1,12,2017,YTD,12/1/2017
442,Upper Midscale Class,0.811380253,0.803193388,0.008186865,159.9146172,154.5019179,0.035033217,129.75,124.09,0.045612056,1,12,2017,YTD,12/1/2017
443,Midscale & Economy Class,0.778522962,0.754998198,0.023524764,152.6751313,147.7169872,0.033565159,118.86,111.53,0.065722227,1,12,2017,YTD,12/1/2017
444,O‘ahu ,0.832572436,0.839370487,-0.006798051,233.1114487,227.4156905,0.025045581,194.08,190.89,0.016711195,1,12,2017,YTD,12/1/2017
445,Waikīkī ,0.84423987,0.854814159,-0.010574289,228.5521126,225.7445468,0.012436915,192.95,192.97,-0.000103643,1,12,2017,YTD,12/1/2017
446,Other O‘ahu ,0.763282128,0.746289526,0.016992602,263.0602536,238.9525721,0.100888981,200.79,178.33,0.125946279,1,12,2017,YTD,12/1/2017
447,O‘ahu Luxury,0.718795035,0.721038426,-0.00224339,484.7389802,464.734741,0.043044424,348.43,335.09,0.0398102,1,12,2017,YTD,12/1/2017
448,O‘ahu Upper Upscale ,0.890654596,0.892633056,-0.001978461,257.5366054,256.1130364,0.005558362,229.38,228.61,0.003368182,1,12,2017,YTD,12/1/2017
449,O‘ahu Upscale,0.777522068,0.808099002,-0.030576933,194.68001,192.2062314,0.012870439,151.37,155.32,-0.025431367,1,12,2017,YTD,12/1/2017
450,O‘ahu Upper Midscale,0.832915783,0.833619958,-0.000704175,152.0686685,148.3673337,0.024947101,126.66,123.68,0.024094437,1,12,2017,YTD,12/1/2017
451,O‘ahu Midscale & Economy,0.822818912,0.797989769,0.024829143,132.9071878,132.684347,0.001679481,109.36,105.88,0.032867397,1,12,2017,YTD,12/1/2017
452,Maui County,0.770868311,0.758603755,0.012264556,353.0404731,329.5775163,0.071191012,272.15,250.02,0.088512919,1,12,2017,YTD,12/1/2017
453,Wailea,0.84634728,0.808250368,0.038096912,538.2174071,494.8586776,0.087618408,455.52,399.97,0.138885416,1,12,2017,YTD,12/1/2017
454,Lahaina/Kā‘anapali/Kapalua,0.774656069,0.765601534,0.009054535,296.480954,280.5850013,0.056652895,229.67,214.82,0.069127642,1,12,2017,YTD,12/1/2017
455,Other Maui County,0.766131533,0.750231711,0.015899822,424.557948,389.3922829,0.090309096,325.27,292.13,0.113442645,1,12,2017,YTD,12/1/2017
456,Maui County Luxury,0.756734663,0.750676044,0.006058619,603.7139452,565.9680997,0.066692532,456.85,424.86,0.075295391,1,12,2017,YTD,12/1/2017
457,Maui County Upper Upscale & Upscale,0.785096941,0.765458085,0.019638856,277.6222932,256.3395312,0.083025672,217.96,196.22,0.110794007,1,12,2017,YTD,12/1/2017
458,Island of Hawai‘i,0.743609196,0.68684564,0.056763556,249.2558471,241.6513802,0.03146875,185.35,165.98,0.116700807,1,12,2017,YTD,12/1/2017
459,Kohala Coast,0.732688868,0.706621101,0.026067767,348.8841877,330.4630992,0.055743254,255.62,233.51,0.094685452,1,12,2017,YTD,12/1/2017
460,Kaua‘i ,0.757018182,0.727119199,0.029898983,263.9702454,253.1557724,0.04271865,199.83,184.07,0.085619601,1,12,2017,YTD,12/1/2017
461,State of Hawai‘i,0.817289435,0.813269306,0.004020128,295.1627643,281.3787468,0.048987416,241.23,228.84,0.054142632,1,1,2018,MTD,1/1/2018
462,Luxury Class,0.775572,0.777632071,-0.00206007,612.0464175,547.6341683,0.11761912,474.69,425.86,0.114662096,1,1,2018,MTD,1/1/2018
463,Upper Upscale Class,0.856542566,0.877993617,-0.02145105,285.6556604,279.3931578,0.02241466,244.68,245.31,-0.002568179,1,1,2018,MTD,1/1/2018
464,Upscale Class,0.768819134,0.757432302,0.011386832,217.0119781,208.3720002,0.041464198,166.84,157.83,0.057086739,1,1,2018,MTD,1/1/2018
465,Upper Midscale Class,0.830451235,0.796138005,0.03431323,171.9384077,169.3548683,0.015255183,142.79,134.83,0.059037306,1,1,2018,MTD,1/1/2018
466,Midscale & Economy Class,0.84595625,0.774521304,0.071434946,173.6131283,161.5125058,0.074920654,146.87,125.09,0.174114637,1,1,2018,MTD,1/1/2018
467,O‘ahu ,0.831386586,0.829338802,0.002047784,239.4181951,245.5070913,-0.024801305,199.05,203.61,-0.022395757,1,1,2018,MTD,1/1/2018
468,Waikīkī ,0.840470836,0.844072408,-0.003601573,235.5259245,241.5606446,-0.024982215,197.95,203.89,-0.029133356,1,1,2018,MTD,1/1/2018
469,Other O‘ahu ,0.777491904,0.742611596,0.034880308,264.3806143,271.9111399,-0.027694803,205.55,201.92,0.017977417,1,1,2018,MTD,1/1/2018
470,O‘ahu Luxury,0.703873765,0.728999627,-0.025125862,524.2651247,517.43524,0.013199497,369.02,377.21,-0.021712044,1,1,2018,MTD,1/1/2018
471,O‘ahu Upper Upscale ,0.868528244,0.886914191,-0.018385947,261.6322943,269.6894595,-0.029875714,227.24,239.19,-0.049960283,1,1,2018,MTD,1/1/2018
472,O‘ahu Upscale,0.789513915,0.794985498,-0.005471583,196.6662928,198.6884469,-0.010177512,155.27,157.95,-0.016967395,1,1,2018,MTD,1/1/2018
473,O‘ahu Upper Midscale,0.838109837,0.809038142,0.029071695,152.9801916,157.1608673,-0.026601251,128.21,127.15,0.00833661,1,1,2018,MTD,1/1/2018
474,O‘ahu Midscale & Economy,0.896710216,0.781198068,0.115512148,131.1884681,132.0489274,-0.006516216,117.64,103.16,0.140364482,1,1,2018,MTD,1/1/2018
475,Maui County,0.794676234,0.782411531,0.012264703,434.2169958,382.428683,0.135419531,345.06,299.22,0.153198316,1,1,2018,MTD,1/1/2018
476,Wailea,0.863307554,0.85091266,0.012394894,662.0273345,543.7914091,0.217428822,571.53,462.72,0.235153008,1,1,2018,MTD,1/1/2018
477,Lahaina/Kā‘anapali/Kapalua,0.797016574,0.781909096,0.015107478,355.7537284,327.908355,0.084918157,283.54,256.39,0.105893366,1,1,2018,MTD,1/1/2018
478,Other Maui County,0.791718584,0.783016858,0.008701727,534.0400449,448.0210215,0.191997739,422.81,350.81,0.205239303,1,1,2018,MTD,1/1/2018
479,Maui County Luxury,0.786479003,0.783518535,0.002960468,741.2346683,618.5627692,0.198317625,582.97,484.66,0.20284323,1,1,2018,MTD,1/1/2018
480,Maui County Upper Upscale & Upscale,0.801696601,0.786180888,0.015515714,335.2106731,305.4747462,0.097343323,268.74,240.16,0.119003997,1,1,2018,MTD,1/1/2018
481,Island of Hawai‘i,0.805772302,0.809425059,-0.003652756,287.3740316,266.2137982,0.079485863,231.56,215.48,0.074624095,1,1,2018,MTD,1/1/2018
482,Kohala Coast,0.794083286,0.832834745,-0.038751459,407.8821555,360.3344549,0.131954355,323.89,300.1,0.079273575,1,1,2018,MTD,1/1/2018
483,Kaua‘i,0.805138197,0.798013637,0.00712456,303.7816578,278.9021212,0.089205261,244.59,222.57,0.098935166,1,1,2018,MTD,1/1/2018
484,State of Hawai‘i,0.817289435,0.813269306,0.004020128,295.1627643,281.3787468,0.048987416,241.23,228.84,0.054142632,1,1,2018,YTD,1/1/2018
485,Luxury Class,0.775572,0.777632071,-0.00206007,612.0464175,547.6341683,0.11761912,474.69,425.86,0.114662096,1,1,2018,YTD,1/1/2018
486,Upper Upscale Class,0.856542566,0.877993617,-0.02145105,285.6556604,279.3931578,0.02241466,244.68,245.31,-0.002568179,1,1,2018,YTD,1/1/2018
487,Upscale Class,0.768819134,0.757432302,0.011386832,217.0119781,208.3720002,0.041464198,166.84,157.83,0.057086739,1,1,2018,YTD,1/1/2018
488,Upper Midscale Class,0.830451235,0.796138005,0.03431323,171.9384077,169.3548683,0.015255183,142.79,134.83,0.059037306,1,1,2018,YTD,1/1/2018
489,Midscale & Economy Class,0.84595625,0.774521304,0.071434946,173.6131283,161.5125058,0.074920654,146.87,125.09,0.174114637,1,1,2018,YTD,1/1/2018
490,O‘ahu ,0.831386586,0.829338802,0.002047784,239.4181951,245.5070913,-0.024801305,199.05,203.61,-0.022395757,1,1,2018,YTD,1/1/2018
491,Waikīkī ,0.840470836,0.844072408,-0.003601573,235.5259245,241.5606446,-0.024982215,197.95,203.89,-0.029133356,1,1,2018,YTD,1/1/2018
492,Other O‘ahu ,0.777491904,0.742611596,0.034880308,264.3806143,271.9111399,-0.027694803,205.55,201.92,0.017977417,1,1,2018,YTD,1/1/2018
493,O‘ahu Luxury,0.703873765,0.728999627,-0.025125862,524.2651247,517.43524,0.013199497,369.02,377.21,-0.021712044,1,1,2018,YTD,1/1/2018
494,O‘ahu Upper Upscale ,0.868528244,0.886914191,-0.018385947,261.6322943,269.6894595,-0.029875714,227.24,239.19,-0.049960283,1,1,2018,YTD,1/1/2018
495,O‘ahu Upscale,0.789513915,0.794985498,-0.005471583,196.6662928,198.6884469,-0.010177512,155.27,157.95,-0.016967395,1,1,2018,YTD,1/1/2018
496,O‘ahu Upper Midscale,0.838109837,0.809038142,0.029071695,152.9801916,157.1608673,-0.026601251,128.21,127.15,0.00833661,1,1,2018,YTD,1/1/2018
497,O‘ahu Midscale & Economy,0.896710216,0.781198068,0.115512148,131.1884681,132.0489274,-0.006516216,117.64,103.16,0.140364482,1,1,2018,YTD,1/1/2018
498,Maui County,0.794676234,0.782411531,0.012264703,434.2169958,382.428683,0.135419531,345.06,299.22,0.153198316,1,1,2018,YTD,1/1/2018
499,Wailea,0.863307554,0.85091266,0.012394894,662.0273345,543.7914091,0.217428822,571.53,462.72,0.235153008,1,1,2018,YTD,1/1/2018
500,Lahaina/Kā‘anapali/Kapalua,0.797016574,0.781909096,0.015107478,355.7537284,327.908355,0.084918157,283.54,256.39,0.105893366,1,1,2018,YTD,1/1/2018
501,Other Maui County,0.791718584,0.783016858,0.008701727,534.0400449,448.0210215,0.191997739,422.81,350.81,0.205239303,1,1,2018,YTD,1/1/2018
502,Maui County Luxury,0.786479003,0.783518535,0.002960468,741.2346683,618.5627692,0.198317625,582.97,484.66,0.20284323,1,1,2018,YTD,1/1/2018
503,Maui County Upper Upscale & Upscale,0.801696601,0.786180888,0.015515714,335.2106731,305.4747462,0.097343323,268.74,240.16,0.119003997,1,1,2018,YTD,1/1/2018
504,Island of Hawai‘i,0.805772302,0.809425059,-0.003652756,287.3740316,266.2137982,0.079485863,231.56,215.48,0.074624095,1,1,2018,YTD,1/1/2018
505,Kohala Coast,0.794083286,0.832834745,-0.038751459,407.8821555,360.3344549,0.131954355,323.89,300.1,0.079273575,1,1,2018,YTD,1/1/2018
506,Kaua‘i,0.805138197,0.798013637,0.00712456,303.7816578,278.9021212,0.089205261,244.59,222.57,0.098935166,1,1,2018,YTD,1/1/2018
507,State of Hawai‘i,0.856360874,0.836898439,0.019462436,293.9780614,272.1380891,0.080253273,251.75,227.75,0.105378705,28,2,2018,MTD,2/28/2018
508,Luxury Class,0.81293361,0.786998851,0.02593476,587.0686113,523.9776535,0.120407726,477.25,412.37,0.157334433,28,2,2018,MTD,2/28/2018
509,Upper Upscale Class,0.896072318,0.896338931,-0.000266613,286.3795719,269.2039821,0.063801396,256.62,241.3,0.063489432,28,2,2018,MTD,2/28/2018
510,Upscale Class,0.814019075,0.784110714,0.029908361,222.2334488,207.5981081,0.07049843,180.9,162.78,0.111315886,28,2,2018,MTD,2/28/2018
511,Upper Midscale Class,0.869422916,0.828303003,0.041119912,175.4647914,166.0372676,0.056779565,152.55,137.53,0.109212535,28,2,2018,MTD,2/28/2018
512,Midscale & Economy Class,0.862810841,0.832535026,0.030275815,178.9338106,162.7858324,0.099197688,154.39,135.52,0.13924144,28,2,2018,MTD,2/28/2018
513,O‘ahu ,0.873547671,0.856511369,0.017036302,234.4409998,230.8168528,0.015701397,204.8,197.7,0.035912999,28,2,2018,MTD,2/28/2018
514,Waikīkī ,0.88033859,0.866469887,0.013868703,230.2785164,226.8734298,0.01500875,202.72,196.58,0.031234103,28,2,2018,MTD,2/28/2018
515,Other O‘ahu ,0.833236726,0.795608517,0.037628209,260.5462758,257.0814263,0.013477634,217.1,204.54,0.061406082,28,2,2018,MTD,2/28/2018
516,O‘ahu Luxury,0.734010061,0.72469808,0.009311981,487.6636187,473.9953531,0.028836286,357.95,343.5,0.042066958,28,2,2018,MTD,2/28/2018
517,O‘ahu Upper Upscale ,0.910838179,0.905916887,0.004921292,252.6544097,252.2452269,0.001622163,230.13,228.51,0.007089405,28,2,2018,MTD,2/28/2018
518,O‘ahu Upscale,0.846216969,0.822817288,0.023399681,200.702134,192.4862564,0.042682931,169.84,158.38,0.072357621,28,2,2018,MTD,2/28/2018
519,O‘ahu Upper Midscale,0.873081464,0.845389647,0.027691817,156.1357643,152.5097367,0.023775712,136.32,128.93,0.057317924,28,2,2018,MTD,2/28/2018
520,O‘ahu Midscale & Economy,0.923762302,0.875689681,0.048072622,137.8748335,132.6433939,0.039439881,127.36,116.15,0.09651313,28,2,2018,MTD,2/28/2018
521,Maui County,0.826742559,0.79793454,0.02880802,429.6454471,383.0198019,0.121731683,355.21,305.62,0.162260323,28,2,2018,MTD,2/28/2018
522,Wailea,0.908060945,0.87992049,0.028140455,651.737595,546.0141466,0.193627673,591.82,480.45,0.231803518,28,2,2018,MTD,2/28/2018
523,Lahaina/Kā‘anapali/Kapalua,0.80684368,0.792594631,0.014249049,366.7068241,331.4664254,0.106316646,295.88,262.72,0.126218027,28,2,2018,MTD,2/28/2018
524,Other Maui County,0.851876676,0.804379487,0.047497188,504.9402345,444.3300165,0.136408111,430.15,357.41,0.203519767,28,2,2018,MTD,2/28/2018
525,Maui County Luxury,0.81620479,0.805206901,0.010997889,697.928677,597.1355274,0.168794428,569.65,480.82,0.184746891,28,2,2018,MTD,2/28/2018
526,Maui County Upper Upscale & Upscale,0.830096479,0.801166865,0.028929614,346.8195472,314.5353121,0.102641051,287.89,252,0.142420635,28,2,2018,MTD,2/28/2018
527,Island of Hawai‘i,0.858606391,0.834402454,0.024203936,305.9771188,265.4921928,0.152490081,262.71,221.53,0.185889044,28,2,2018,MTD,2/28/2018
528,Kohala Coast,0.877827425,0.847057063,0.030770362,425.0151609,357.9370149,0.187402094,373.09,303.19,0.230548501,28,2,2018,MTD,2/28/2018
529,Kaua‘i,0.821708213,0.818988668,0.002719545,311.1932812,269.0316811,0.156716116,255.71,220.33,0.160577316,28,2,2018,MTD,2/28/2018
530,State of Hawai‘i,0.835648856,0.825773111,0.009875745,294.777342,276.9347053,0.064429038,246.33,228.69,0.077134986,28,2,2018,YTD,2/28/2018
531,Luxury Class,0.792582668,0.78207456,0.010508108,599.9375666,536.3436774,0.11856929,475.5,419.46,0.133600343,28,2,2018,YTD,2/28/2018
532,Upper Upscale Class,0.87511637,0.886699867,-0.011583498,286.3718992,274.505051,0.043229981,250.61,243.4,0.029622021,28,2,2018,YTD,2/28/2018
533,Upscale Class,0.790298952,0.770093243,0.020205709,219.7002893,207.9980442,0.056261323,173.63,160.18,0.083968036,28,2,2018,YTD,2/28/2018
534,Upper Midscale Class,0.84894627,0.81140275,0.03754352,173.647657,167.7476203,0.035172104,147.42,136.11,0.083094556,28,2,2018,YTD,2/28/2018
535,Midscale & Economy Class,0.853955039,0.82035982,0.033595219,176.1643837,162.1257649,0.086590918,150.44,133,0.13112782,28,2,2018,YTD,2/28/2018
536,O‘ahu ,0.85119137,0.844619801,0.006571569,237.0062982,238.4372976,-0.006001575,201.74,201.39,0.001737921,28,2,2018,YTD,2/28/2018
537,Waikīkī ,0.859149643,0.85470172,0.004447923,232.9729866,234.49447,-0.006488356,200.16,200.42,-0.001297276,28,2,2018,YTD,2/28/2018
538,Other O‘ahu ,0.803951003,0.782962267,0.020988736,262.5918887,264.7596361,-0.008187605,211.11,207.3,0.018379161,28,2,2018,YTD,2/28/2018
539,O‘ahu Luxury,0.716188481,0.726958215,-0.010769734,506.6296473,496.8837948,0.019613947,362.84,361.21,0.00451261,28,2,2018,YTD,2/28/2018
540,O‘ahu Upper Upscale ,0.888607535,0.89593242,-0.007324884,257.2650119,261.3185819,-0.015511985,228.61,234.12,-0.023534939,28,2,2018,YTD,2/28/2018
541,O‘ahu Upscale,0.816483786,0.808193805,0.00828998,198.6513556,195.6917763,0.015123678,162.2,158.16,0.025543753,28,2,2018,YTD,2/28/2018
542,O‘ahu Upper Midscale,0.854706542,0.826289704,0.028416838,154.5040246,154.9025283,-0.00257261,132.06,127.99,0.031799359,28,2,2018,YTD,2/28/2018
543,O‘ahu Midscale & Economy,0.909548494,0.860532182,0.049016312,134.4112469,132.3360164,0.015681525,122.25,113.88,0.073498419,28,2,2018,YTD,2/28/2018
544,Maui County,0.809589081,0.789775247,0.019813834,432.7014963,382.7119916,0.130619123,350.31,302.26,0.158969099,28,2,2018,YTD,2/28/2018
545,Wailea,0.884546452,0.864646169,0.019900283,657.0142532,544.8623351,0.205835329,581.16,471.11,0.233597249,28,2,2018,YTD,2/28/2018
546,Lahaina/Kā‘anapali/Kapalua,0.800908016,0.786980198,0.013927818,361.8015338,329.6089773,0.097668931,289.77,259.4,0.117077872,28,2,2018,YTD,2/28/2018
547,Other Maui County,0.820554066,0.793145536,0.02740853,520.1105553,446.2462158,0.165523733,426.78,353.94,0.205797593,28,2,2018,YTD,2/28/2018
548,Maui County Luxury,0.800586156,0.793794556,0.0067916,720.2817236,608.2645105,0.184158719,576.65,482.84,0.194287963,28,2,2018,YTD,2/28/2018
549,Maui County Upper Upscale & Upscale,0.814689124,0.793292877,0.021396247,341.8880533,309.8173556,0.103514852,278.53,245.78,0.133249247,28,2,2018,YTD,2/28/2018
550,Island of Hawai‘i,0.830846107,0.821278738,0.009567369,296.4975966,265.8658691,0.115214968,246.34,218.35,0.128188688,28,2,2018,YTD,2/28/2018
551,Kohala Coast,0.833826267,0.83958432,-0.005758052,416.4421433,359.1865601,0.159403468,347.24,301.57,0.151440793,28,2,2018,YTD,2/28/2018
552,Kaua‘i,0.813001934,0.807967889,0.005034045,307.7485414,274.1539505,0.122539146,250.2,221.51,0.129520112,28,2,2018,YTD,2/28/2018
553,State of Hawai‘i,0.816626407,0.790311153,0.026315254,288.6489849,267.5797472,0.078740031,235.72,211.47,0.114673476,1,3,2018,MTD,3/1/2018
554,Luxury Class,0.791377003,0.748755193,0.042621809,599.9705573,550.9792595,0.088916773,474.8,412.55,0.150890801,1,3,2018,MTD,3/1/2018
555,Upper Upscale Class,0.86233447,0.840017208,0.022317261,276.5140022,257.8137441,0.072533984,238.45,216.57,0.10102969,1,3,2018,MTD,3/1/2018
556,Upscale Class,0.766438182,0.745197849,0.021240332,211.807249,198.3921661,0.067619015,162.34,147.84,0.098079004,1,3,2018,MTD,3/1/2018
557,Upper Midscale Class,0.803694069,0.777596419,0.02609765,164.6351042,157.7369652,0.043731912,132.32,122.66,0.07875428,1,3,2018,MTD,3/1/2018
558,Midscale & Economy Class,0.824477913,0.795446557,0.029031357,166.2386554,152.0660367,0.093200421,137.06,120.96,0.133101852,1,3,2018,MTD,3/1/2018
559,O‘ahu ,0.826760768,0.796914493,0.029846275,229.9723363,222.5057313,0.033556911,190.13,177.32,0.072242274,1,3,2018,MTD,3/1/2018
560,Waikīkī ,0.834545436,0.799530415,0.035015021,223.3434106,217.8379606,0.025273143,186.39,174.17,0.070161337,1,3,2018,MTD,3/1/2018
561,Other O‘ahu ,0.780550923,0.780757553,-0.000206631,272.0436749,252.0288805,0.079414686,212.34,196.77,0.079127916,1,3,2018,MTD,3/1/2018
562,O‘ahu Luxury,0.706826006,0.655743054,0.051082952,498.0784192,471.9595507,0.055341328,352.05,309.48,0.137553315,1,3,2018,MTD,3/1/2018
563,O‘ahu Upper Upscale ,0.87866422,0.846714316,0.031949903,245.6919163,241.0887671,0.019093171,215.88,204.13,0.057561358,1,3,2018,MTD,3/1/2018
564,O‘ahu Upscale,0.774855491,0.757668168,0.017187323,198.0881953,189.2055906,0.046946841,153.49,143.36,0.070661272,1,3,2018,MTD,3/1/2018
565,O‘ahu Upper Midscale,0.813510337,0.788707532,0.024802804,146.2263211,144.7419412,0.010255354,118.96,114.16,0.042046251,1,3,2018,MTD,3/1/2018
